iso3c,year,gdp_percap
CUB,1997,7647.935406
CUB,2011,18924.76327
CUB,1995,6719.779946
CUB,1990,8851.151197
CUB,1994,6455.768483
CUB,2010,18061.00964
CUB,1991,8104.652527
CUB,2004,11066.04515
CUB,1996,7345.594523
CUB,1993,6308.728246
CUB,2003,10205.7586
CUB,2002,9666.82919
CUB,2005,12678.60448
CUB,1992,7280.831716
CUW,1993,
CUW,2005,
CUW,1991,
CUW,2015,
CUW,1992,
CUW,2006,
CUW,2014,
CUW,2004,
CUW,1994,
CUW,1990,
CUW,1995,
CUW,2001,
CUW,2003,
CUW,1996,
CUW,2013,
CUW,2007,
CUW,2002,
CUW,1998,
CUW,2011,
CUW,2012,
CUW,2008,
CUW,1997,
CUW,2009,
CUW,2010,
CUW,2.00E+03,
CUW,1999,
CYP,2002,23964.81588
CYP,1991,13360.01395
CYP,2005,28169.41286
CYP,2001,23297.38886
CYP,1990,13171.30852
CYP,1994,15519.28501
CYP,1999,19881.07498
CYP,2003,24300.66846
CYP,1998,18931.23109
CYP,2014,30482.6392
CYP,2011,33192.52294
CYP,2.00E+03,21695.82109
CYP,2012,31877.64328
CYP,2013,30610.88225
CYP,1993,14649.16004
CYP,2008,34823.58399
CYP,1992,14556.56229
CYP,1995,16875.82698
CYP,1997,17852.88395
CYP,2004,26092.06948
CYP,2007,32985.92031
CYP,2009,33922.88175
CYP,2010,33294.91858
CYP,1996,17104.25981
CYP,2015,31768.7064
CYP,2006,30496.04207
CZE,1994,12615.86958
CZE,2011,28797.41796
CZE,2015,33770.47593
CZE,2005,21909.58517
CZE,2003,19361.21368
CZE,2002,18141.68646
CZE,1993,12008.09208
CZE,2008,27784.10457
CZE,1990,12608.51034
CZE,2001,17556.2157
CZE,2013,30513.26979
CZE,1999,15289.13816
CZE,2.00E+03,16132.36975
CZE,1995,13688.6408
CZE,1991,11542.64622
CZE,1992,11733.96243
CZE,2007,26058.20042
CZE,2014,32386.24531
CZE,1998,14864.86577
CZE,2012,29047.24644
CZE,1997,14679.65409
CZE,2010,27659.26524
CZE,2004,20781.3434
CZE,2006,23751.79204
CZE,2009,27567.20246
CZE,1996,14538.30224
DEU,2005,31968.46745
DEU,1994,22756.77679
DEU,1993,21823.69769
DEU,1995,23565.71044
DEU,1992,21664.25886
DEU,2002,29326.91207
DEU,2004,31439.58273
DEU,2012,43564.14802
DEU,2006,34261.47365
DEU,2003,29988.21339
DEU,2001,28541.24387
DEU,2015,48041.70141
DEU,2013,45273.10109
DEU,1990,19421.76614
DEU,2.00E+03,27277.11033
DEU,2008,38028.77214
DEU,1996,24110.80106
DEU,2010,39263.18779
DEU,2007,36436.51777
DEU,2011,42692.51976
DEU,1999,26360.14719
DEU,1991,20940.23977
DEU,2014,47099.71803
DEU,1998,25366.78879
DEU,2009,37080.30825
DEU,1997,24627.34496
DJI,2011,2782.971292
DJI,1992,1909.10633
DJI,2010,2644.628229
DJI,1996,1654.48628
DJI,2001,1723.537812
DJI,2009,2557.639707
DJI,1995,1725.647095
DJI,2006,2158.330859
DJI,1990,2011.669583
DJI,2012,2932.233342
DJI,1994,1781.667213
DJI,1997,1639.942194
DJI,1998,1629.415117
DJI,2007,2298.569959
DJI,2013,3087.004985
DJI,2002,1768.428111
DJI,2005,2025.13427
DJI,1999,1660.912953
DJI,1993,1790.42486
DJI,2008,2447.953808
DJI,2004,1928.388215
DJI,1991,1916.979786
DJI,2.00E+03,1677.661256
DJI,2003,1833.863819
DJI,2014,3286.641767
DJI,2015,3491.380145
DNK,2009,40195.02465
DNK,1995,22646.19818
DNK,2008,41188.43843
DNK,2007,38962.58623
DNK,1994,21641.6743
DNK,1996,23712.23389
DNK,1998,25787.40214
DNK,1993,20155.42579
DNK,2010,42790.68011
DNK,1997,24908.40648
DNK,2003,30784.41611
DNK,1999,26653.82934
DNK,1992,19753.67103
DNK,2013,46135.12892
DNK,2006,37327.16522
DNK,1991,18997.91487
DNK,2011,44080.01956
DNK,2.00E+03,28640.06243
DNK,2001,29517.2164
DNK,2002,30640.34504
DNK,2005,34162.06325
DNK,2015,48009.02005
DNK,2004,32914.89012
DNK,2014,47008.83149
DNK,1990,18194.25604
DNK,2012,44511.33002
DMA,2004,7668.371134
DMA,2003,7255.775062
DMA,1992,4715.910921
DMA,1991,4526.526365
DMA,2002,6629.942949
DMA,2001,6660.152576
DMA,2010,10029.56748
DMA,1993,4893.622025
DMA,2006,8346.566932
DMA,1994,5057.437659
DMA,1990,4349.393167
DMA,1996,5520.090695
DMA,2011,10179.37964
DMA,2.00E+03,6479.326599
DMA,1995,5265.241471
DMA,2015,10864.53842
DMA,2014,10992.97181
DMA,1999,6291.34614
DMA,2007,9096.812961
DMA,2008,9923.669269
DMA,2005,7883.80026
DMA,2012,10215.49621
DMA,2009,9866.200557
DMA,1997,5729.678517
DMA,2013,10413.98561
DMA,1998,6120.058371
DOM,2009,10072.82363
DOM,1994,4265.184609
DOM,1996,4838.462489
DOM,2008,10038.08254
DOM,2.00E+03,6312.259192
DOM,2007,9671.448304
DOM,2015,14237.06196
DOM,1999,5933.914295
DOM,2010,10898.51939
DOM,1993,4158.220734
DOM,2014,13313.84
DOM,2004,7033.12797
DOM,2011,11320.85225
DOM,1997,5227.704216
DOM,1998,5564.321986
DOM,2002,6844.556135
DOM,2006,8788.886623
DOM,1992,3860.476527
DOM,1995,4512.231646
DOM,1990,3404.302645
DOM,2003,6858.160254
DOM,1991,3482.008821
DOM,2005,7816.304264
DOM,2001,6471.262809
DOM,2013,12302.03941
DOM,2012,11702.24699
DZA,2007,11858.65084
DZA,1990,6617.728829
DZA,1992,6706.030981
DZA,1991,6592.629108
DZA,2.00E+03,8093.611355
DZA,2010,12637.38134
DZA,2011,13026.19166
DZA,2008,12186.16464
DZA,1993,6575.045049
DZA,2005,10975.69869
DZA,2006,11341.09644
DZA,1999,7727.189137
DZA,2014,14277.62849
DZA,1994,6519.381324
DZA,1995,6778.64911
DZA,1996,7061.401933
DZA,2002,8911.553372
DZA,2015,14717.29484
DZA,2004,10179.01282
DZA,2009,12267.0034
DZA,2001,8416.638163
DZA,1997,7145.647689
DZA,1998,7479.17983
DZA,2012,13452.55261
DZA,2013,13777.77713
DZA,2003,9622.016552
ECU,2011,9926.952496
ECU,1998,6079.388543
ECU,2012,10512.4367
ECU,1994,5514.179446
ECU,1999,5768.535656
ECU,1997,5940.552251
ECU,2001,6120.931848
ECU,2007,8366.130132
ECU,2008,8920.477364
ECU,1996,5714.026721
ECU,2013,11037.51238
ECU,2015,11474.14077
ECU,1993,5294.740906
ECU,2010,9163.157909
ECU,2.00E+03,5855.634754
ECU,1992,5187.934138
ECU,2006,8110.479754
ECU,2004,7169.973366
ECU,1995,5633.175892
ECU,2014,11506.2044
ECU,1990,4829.419559
ECU,1991,5083.469021
ECU,2009,8889.192349
ECU,2005,7664.289831
ECU,2002,6360.97068
ECU,2003,6555.373235
EST,2003,13063.92163
EST,2011,24543.06188
EST,2009,20523.34676
EST,2002,11590.60138
EST,2012,26022.46551
EST,1993,
EST,1997,7836.594617
EST,2010,21623.44511
EST,2008,22664.0385
EST,2.00E+03,9414.013216
EST,1992,
EST,2001,10326.42157
EST,1999,8426.538467
EST,1991,
EST,2007,21955.65696
EST,2004,14429.62353
EST,1990,
EST,2006,19269.07593
EST,1994,
EST,1996,6825.838136
EST,1998,8357.092442
EST,2013,27459.33143
EST,2014,28568.49628
EST,1995,6279.790329
EST,2015,28987.75834
EST,2005,16516.15033
EGY,2009,9485.180355
EGY,2011,10071.20526
EGY,2012,10252.52298
EGY,2010,9897.748551
EGY,2003,6563.171063
EGY,2013,10400.45967
EGY,1997,5177.113336
EGY,2008,9159.31538
EGY,2007,8531.592455
EGY,1996,4912.977521
EGY,2005,7297.265761
EGY,2002,6353.465917
EGY,1998,5348.06362
EGY,1995,4681.098229
EGY,2014,10585.12456
EGY,1991,3968.997336
EGY,2015,10913.43317
EGY,1999,5659.24772
EGY,2004,6890.970026
EGY,2.00E+03,5989.66348
EGY,2006,7895.792084
EGY,1994,4465.105996
EGY,1993,4286.454063
EGY,1990,3887.241533
EGY,2001,6227.450846
EGY,1992,4150.7333
ERI,2013,
ERI,2.00E+03,1277.34506
ERI,2009,1282.333846
ERI,1990,
ERI,1999,1329.1041
ERI,2012,
ERI,1994,1081.123724
ERI,1996,1241.388568
ERI,2001,1374.249997
ERI,1998,1345.146259
ERI,2007,1388.50525
ERI,2008,1250.467298
ERI,2002,1386.625879
ERI,2014,
ERI,2015,
ERI,1993,872.4594335
ERI,2005,1373.42127
ERI,1997,1338.250831
ERI,1992,748.7916634
ERI,2006,1365.039126
ERI,2004,1337.520796
ERI,2010,1299.289896
ERI,2011,1411.157638
ERI,2003,1327.699789
ERI,1995,1129.398736
ERI,1991,
ESP,1994,15518.81122
ESP,1993,14912.55109
ESP,2002,24363.01492
ESP,2014,33822.22154
ESP,1999,19907.16145
ESP,2005,27702.46431
ESP,2001,22963.37842
ESP,2012,32082.29761
ESP,2008,33463.11447
ESP,2015,34906.36127
ESP,1990,13626.44585
ESP,2007,32584.25538
ESP,1991,14401.76937
ESP,2003,25054.49149
ESP,2.00E+03,21517.32964
ESP,2013,32810.858
ESP,1992,14794.30811
ESP,2004,26198.5836
ESP,1995,16207.6424
ESP,1997,17856.36694
ESP,1998,19009.95927
ESP,1996,16916.96643
ESP,2006,30832.97075
ESP,2009,32423.60174
ESP,2011,32067.19245
ESP,2010,31984.15525
ETH,1993,393.3792814
ETH,1992,351.9444123
ETH,1995,419.6461615
ETH,2005,653.1160506
ETH,1991,390.5334758
ETH,2015,1628.923132
ETH,1994,400.4256014
ETH,2007,808.5189863
ETH,2002,528.859882
ETH,1990,421.6368044
ETH,2014,1507.202418
ETH,2008,889.2679648
ETH,2003,512.8753943
ETH,1996,465.4488021
ETH,2004,581.8370686
ETH,2001,528.0815436
ETH,2.00E+03,490.7276557
ETH,1998,448.8913701
ETH,2011,1165.216838
ETH,2006,725.9606023
ETH,1997,473.6835829
ETH,2012,1256.682208
ETH,2013,1376.760329
ETH,2009,949.4938973
ETH,2010,1053.796725
ETH,1999,465.6063997
FIN,2006,34382.7959
FIN,2013,41330.81297
FIN,1995,19545.09789
FIN,1990,18148.28541
FIN,2004,31140.14073
FIN,1994,18443.07446
FIN,2003,28983.18388
FIN,2010,38812.31889
FIN,2007,37688.35192
FIN,2008,39969.3876
FIN,2012,40620.17607
FIN,1999,24768.6467
FIN,1991,17547.16071
FIN,1992,17253.26892
FIN,2015,42236.28571
FIN,2002,28567.1712
FIN,1996,20058.68367
FIN,2005,31993.40726
FIN,1993,17449.38412
FIN,2009,37868.72341
FIN,2001,27834.34369
FIN,2014,41526.2284
FIN,2011,40683.52758
FIN,1998,23534.61233
FIN,2.00E+03,26732.30607
FIN,1997,21763.46776
FJI,1996,4835.582624
FJI,1992,4065.606057
FJI,1998,4828.096225
FJI,1991,3792.636847
FJI,2011,7486.748442
FJI,1993,4191.934903
FJI,2013,8248.546759
FJI,2001,5498.361895
FJI,1997,4759.300199
FJI,2012,7707.562741
FJI,2006,6895.412504
FJI,1990,3807.745846
FJI,2007,6956.99653
FJI,2008,7094.677515
FJI,1994,4436.944864
FJI,1995,4583.86044
FJI,1999,5292.487532
FJI,2.00E+03,5289.881526
FJI,2002,5750.991895
FJI,2005,6612.72357
FJI,2004,6388.986144
FJI,2015,9323.198408
FJI,2009,6977.90919
FJI,2010,7203.348993
FJI,2014,8793.96642
FJI,2003,5917.54346
FSM,2009,3140.10039
FSM,2004,2777.808993
FSM,2011,3410.284084
FSM,1995,2322.074494
FSM,2010,3269.641343
FSM,1997,2169.601209
FSM,2008,3071.641995
FSM,1999,2339.295593
FSM,1994,2154.180074
FSM,2002,2679.749903
FSM,1998,2263.602896
FSM,2015,3496.715225
FSM,2012,3491.347436
FSM,2005,2939.534421
FSM,2006,3039.720826
FSM,2007,3073.794899
FSM,1992,2003.148916
FSM,1993,2163.881109
FSM,1996,2274.273651
FSM,2014,3347.052189
FSM,1990,1785.85373
FSM,2.00E+03,2510.505151
FSM,2001,2618.918312
FSM,2003,2787.440989
FSM,2013,3414.716961
FSM,1991,1932.813794
FRA,1996,21446.39974
FRA,1997,22345.58508
FRA,2.00E+03,26192.6532
FRA,2001,27679.85837
FRA,2008,35156.38284
FRA,1995,20845.77231
FRA,2009,34767.15426
FRA,2010,36026.98256
FRA,1998,23454.05637
FRA,1999,24431.72685
FRA,1991,18402.61297
FRA,2011,37457.28429
FRA,2002,28639.39476
FRA,1990,17640.66127
FRA,2015,41016.6515
FRA,2006,32543.36126
FRA,2007,34150.6017
FRA,1994,20075.18185
FRA,2003,28256.66167
FRA,2004,29169.45643
FRA,1992,19028.35451
FRA,2012,37645.31028
FRA,2014,40151.81338
FRA,2013,39539.39235
FRA,1993,19278.02151
FRA,2005,30603.4624
GAB,1998,15942.22224
GAB,1995,14501.74903
GAB,1992,12983.50163
GAB,1993,13458.50429
GAB,2004,14699.89337
GAB,1996,14911.57518
GAB,1999,14381.17485
GAB,1994,13888.06228
GAB,2008,15310.98903
GAB,2009,15102.1649
GAB,2006,14976.12856
GAB,2007,15884.175
GAB,2015,20081.02749
GAB,2.00E+03,14090.04663
GAB,2010,16004.05452
GAB,1997,15631.09536
GAB,2003,14525.7852
GAB,2011,17100.70052
GAB,2005,15418.57284
GAB,1990,12603.20518
GAB,1991,13451.68378
GAB,2013,18805.49394
GAB,2001,14381.52556
GAB,2014,19526.55499
GAB,2012,17919.06448
GAB,2002,14241.02437
GBR,1996,21507.45032
GBR,1999,23975.97317
GBR,2.00E+03,26030.72882
GBR,1995,20182.81813
GBR,2006,34332.30121
GBR,2001,27358.97189
GBR,2012,37477.80229
GBR,1998,23232.24082
GBR,2010,35740.7372
GBR,1997,22699.16377
GBR,2014,40745.18704
GBR,2015,41755.93852
GBR,2002,28630.36796
GBR,2013,39052.0334
GBR,1992,17454.11281
GBR,1993,18273.50841
GBR,1994,19338.16087
GBR,2005,32274.76374
GBR,2003,29898.23589
GBR,2007,35151.34069
GBR,2011,36456.00216
GBR,2009,34402.96146
GBR,1990,16739.14676
GBR,1991,17049.95597
GBR,2004,31617.61228
GBR,2008,36068.09323
GRD,2008,11640.41651
GRD,1999,7355.20887
GRD,2.00E+03,7649.96964
GRD,2001,7648.712433
GRD,2007,11347.02395
GRD,1995,5484.78997
GRD,2009,10914.85828
GRD,1991,5107.307878
GRD,1998,6590.46297
GRD,2012,11252.55682
GRD,2010,10951.88411
GRD,2011,11221.36234
GRD,1990,4840.285505
GRD,1994,5286.30865
GRD,2002,8013.328394
GRD,1992,5168.274873
GRD,1993,5093.872082
GRD,2004,9083.555118
GRD,2006,10445.51878
GRD,1996,5780.213368
GRD,1997,6130.093961
GRD,2014,12684.19675
GRD,2005,10589.96245
GRD,2013,11656.17787
GRD,2003,8922.936652
GRD,2015,13558.54522
GEO,2010,6597.568557
GEO,1996,1945.335336
GEO,1999,2467.865217
GEO,1997,2227.538901
GEO,2002,3015.447723
GEO,1998,2344.546744
GEO,2007,5833.183782
GEO,2.00E+03,2590.318568
GEO,2009,6054.18918
GEO,2006,4991.617909
GEO,2012,8026.50713
GEO,2008,6163.757923
GEO,2014,9216.324829
GEO,1995,1675.250875
GEO,2003,3460.150847
GEO,2013,8541.812196
GEO,2004,3813.189314
GEO,2001,2796.855796
GEO,1992,2345.687497
GEO,1991,4194.627513
GEO,1993,1684.859702
GEO,1994,1557.45939
GEO,2015,9599.482204
GEO,1990,5181.45078
GEO,2005,4370.338613
GEO,2011,7315.090898
GHA,2.00E+03,1801.414609
GHA,2001,1869.605841
GHA,1990,1240.698731
GHA,1992,1355.869037
GHA,1999,1739.193885
GHA,2010,3021.484976
GHA,1996,1566.363957
GHA,1997,1622.291798
GHA,1998,1678.718097
GHA,2012,3726.643939
GHA,2009,2837.014241
GHA,2013,3967.467392
GHA,2014,4101.928098
GHA,1993,1415.586491
GHA,1994,1453.926485
GHA,2002,1934.169986
GHA,1991,1312.519502
GHA,2011,3430.857389
GHA,2007,2539.986328
GHA,1995,1506.415308
GHA,2006,2433.306078
GHA,2003,2022.458663
GHA,2015,4210.498292
GHA,2008,2754.883755
GHA,2005,2277.11343
GHA,2004,2138.098453
GIB,1992,
GIB,1990,
GIB,2001,
GIB,2015,
GIB,1994,
GIB,2004,
GIB,1993,
GIB,2014,
GIB,1998,
GIB,1999,
GIB,2.00E+03,
GIB,1991,
GIB,2002,
GIB,2008,
GIB,2003,
GIB,1996,
GIB,2005,
GIB,2013,
GIB,1995,
GIB,2011,
GIB,1997,
GIB,2009,
GIB,2006,
GIB,2012,
GIB,2010,
GIB,2007,
GRL,2005,
GRL,1993,
GRL,1991,
GRL,2012,
GRL,1990,
GRL,1994,
GRL,2015,
GRL,1992,
GRL,2006,
GRL,2013,
GRL,2008,
GRL,2010,
GRL,1999,
GRL,1996,
GRL,2014,
GRL,2004,
GRL,2003,
GRL,1998,
GRL,2007,
GRL,2.00E+03,
GRL,2009,
GRL,2002,
GRL,1997,
GRL,2001,
GRL,1995,
GRL,2011,
GMB,1993,1059.133345
GMB,2.00E+03,1239.85596
GMB,2003,1307.373367
GMB,2004,1392.266871
GMB,2012,1599.179616
GMB,1994,1053.734894
GMB,1995,1055.548052
GMB,1991,1008.621501
GMB,2005,1378.258458
GMB,1998,1127.792878
GMB,2001,1301.171386
GMB,2002,1238.551908
GMB,1999,1183.693401
GMB,1997,1108.775335
GMB,2006,1391.004943
GMB,1992,1033.581903
GMB,1990,980.4609596
GMB,2015,1679.684387
GMB,2013,1648.182979
GMB,2007,1432.975327
GMB,2014,1638.58817
GMB,1996,1068.544681
GMB,2010,1621.4316
GMB,2011,1532.494004
GMB,2009,1553.394439
GMB,2008,1495.875866
GIN,1992,727.9567748
GIN,1995,762.2106142
GIN,1997,818.6006554
GIN,1994,744.6864123
GIN,2008,1168.519104
GIN,1993,738.6505341
GIN,1999,870.9270816
GIN,2011,1183.855846
GIN,2005,1067.176894
GIN,2006,1101.311518
GIN,2015,1208.986093
GIN,2003,994.4690338
GIN,1996,784.6316346
GIN,1998,840.863357
GIN,2001,934.6752314
GIN,2010,1147.084986
GIN,2014,1227.342924
GIN,1991,730.7851621
GIN,1990,727.271403
GIN,2002,980.677489
GIN,2012,1219.547152
GIN,2009,1142.493636
GIN,2007,1121.685385
GIN,2013,1233.798236
GIN,2004,1025.484863
GIN,2.00E+03,897.2866291
GNQ,1994,1215.212881
GNQ,1993,1055.933411
GNQ,2014,45218.09786
GNQ,2006,36369.47151
GNQ,2003,21099.46469
GNQ,2002,18764.6411
GNQ,1990,730.7234198
GNQ,2010,43124.98306
GNQ,2012,48710.70456
GNQ,2008,48647.6828
GNQ,2005,33800.34744
GNQ,1999,8467.341094
GNQ,1991,722.4062188
GNQ,1992,961.8430676
GNQ,2013,46061.32229
GNQ,2009,48205.19212
GNQ,2004,28958.75603
GNQ,2007,41745.17076
GNQ,2001,15995.75024
GNQ,1998,6864.05668
GNQ,1996,2308.858915
GNQ,2011,45500.22679
GNQ,2.00E+03,9898.93403
GNQ,1995,1408.283112
GNQ,2015,40718.82968
GNQ,1997,5674.65711
GRC,1998,18015.1668
GRC,2008,30856.01183
GRC,2009,30396.43136
GRC,1996,16130.08354
GRC,2012,25284.46408
GRC,1995,15398.59385
GRC,2007,29280.43976
GRC,2002,22615.93565
GRC,2001,21011.65923
GRC,2013,26121.45746
GRC,1990,13290.18183
GRC,1991,13989.3086
GRC,1992,14298.74248
GRC,1993,14320.23047
GRC,2010,28202.83336
GRC,2005,25577.52408
GRC,2011,26141.31959
GRC,2.00E+03,19503.87943
GRC,1997,17142.15961
GRC,1994,14842.96948
GRC,1999,18464.7321
GRC,2014,26453.9199
GRC,2015,26379.26353
GRC,2006,28535.92343
GRC,2004,25455.24812
GRC,2003,23868.73321
GTM,2008,6468.71338
GTM,1997,4348.637154
GTM,2.00E+03,4796.211112
GTM,1998,4505.504682
GTM,2006,5885.934894
GTM,1999,4637.178907
GTM,1996,4196.849383
GTM,2015,7722.430217
GTM,2010,6532.757614
GTM,2003,5146.756256
GTM,2012,6981.506844
GTM,2009,6410.637712
GTM,2005,5544.964046
GTM,1991,3485.555048
GTM,2007,6280.308986
GTM,1993,3785.091739
GTM,1995,4101.740054
GTM,2002,5042.345421
GTM,2013,7205.590414
GTM,2011,6798.842734
GTM,2001,4899.196859
GTM,2014,7485.844234
GTM,1990,3334.690999
GTM,2004,5326.040236
GTM,1994,3923.525859
GTM,1992,3646.532917
GUM,2015,
GUM,1995,
GUM,1993,
GUM,2008,
GUM,1992,
GUM,2009,
GUM,1996,
GUM,2011,
GUM,2007,
GUM,2013,
GUM,2014,
GUM,2.00E+03,
GUM,2012,
GUM,1991,
GUM,1990,
GUM,1994,
GUM,2005,
GUM,2006,
GUM,1998,
GUM,2010,
GUM,1997,
GUM,2001,
GUM,1999,
GUM,2003,
GUM,2004,
GUM,2002,
GNB,1998,961.5819112
GNB,2001,1042.69746
GNB,2007,1200.969272
GNB,1990,972.758455
GNB,1996,1275.431118
GNB,2015,1455.803634
GNB,2010,1299.725617
GNB,2011,1416.311672
GNB,1999,965.3972998
GNB,2.00E+03,1019.007493
GNB,2002,1026.335691
GNB,1993,1067.55345
GNB,2003,1030.710138
GNB,1991,1032.944074
GNB,1992,1044.407136
GNB,2005,1122.331846
GNB,2008,1236.320908
GNB,2009,1258.321264
GNB,2004,1065.418025
GNB,2006,1158.335825
GNB,1997,1351.885546
GNB,1995,1147.204389
GNB,2013,1382.083419
GNB,2012,1382.504406
GNB,1994,1100.414828
GNB,2014,1407.823945
GUY,2.00E+03,3630.312326
GUY,1993,2533.694996
GUY,1991,2080.560688
GUY,1997,3504.332016
GUY,1994,2795.274922
GUY,1996,3259.661227
GUY,2006,4568.370074
GUY,2015,7521.728758
GUY,1995,2981.578768
GUY,2010,5666.104561
GUY,2007,5006.187119
GUY,2008,5188.181989
GUY,1999,3608.957282
GUY,2001,3791.759291
GUY,2011,6077.186038
GUY,1998,3465.490687
GUY,2004,4174.70205
GUY,2005,4222.810265
GUY,1990,1892.509014
GUY,2002,3890.723888
GUY,1992,2294.259866
GUY,2013,6889.268372
GUY,2009,5381.980363
GUY,2003,3931.431099
GUY,2014,7254.695425
GUY,2012,6465.612628
HKG,2014,55463.74033
HKG,1999,24703.128
HKG,2001,27528.1532
HKG,2002,28288.24558
HKG,1995,23592.39427
HKG,1997,25399.16948
HKG,2013,53465.19641
HKG,1998,23963.57248
HKG,1996,23958.71171
HKG,2.00E+03,26962.67452
HKG,1992,20347.87323
HKG,1993,21747.01934
HKG,2011,50085.95933
HKG,2003,29792.901
HKG,2006,39940.87506
HKG,2007,43280.97329
HKG,1994,23025.99294
HKG,2005,36437.54416
HKG,2015,56923.49054
HKG,1990,17434.42814
HKG,2012,51274.0352
HKG,2009,43935.66067
HKG,2010,47134.57428
HKG,1991,18884.66588
HKG,2004,33016.8887
HKG,2008,44800.21714
HND,1990,2071.681075
HND,1993,2394.395672
HND,1991,2149.882547
HND,2003,3065.806785
HND,2009,4113.030501
HND,2002,2931.453008
HND,2011,4433.71931
HND,1992,2260.45445
HND,2.00E+03,2757.106279
HND,2010,4249.093103
HND,2001,2838.432976
HND,2012,4632.095108
HND,2013,4768.688973
HND,2004,3283.477157
HND,2014,4933.04263
HND,1994,2352.679924
HND,1995,2438.691653
HND,1996,2512.519314
HND,1997,2622.949312
HND,1998,2669.215947
HND,1999,2602.822647
HND,2006,3804.977338
HND,2007,4074.296097
HND,2008,4255.012759
HND,2005,3527.934934
HND,2015,5095.204056
HRV,2011,20704.38177
HRV,1999,9748.725407
HRV,2.00E+03,10746.62426
HRV,1998,9829.28835
HRV,2002,12283.75064
HRV,2004,14097.61059
HRV,2008,20246.91943
HRV,2001,11325.53079
HRV,2010,19205.36137
HRV,1996,8795.455833
HRV,1997,9367.621383
HRV,2009,19470.69385
HRV,2014,22002.48007
HRV,2015,22514.41659
HRV,2003,13121.73941
HRV,2013,21681.20041
HRV,2005,14859.25852
HRV,2006,16934.67812
HRV,2007,18770.78942
HRV,1992,
HRV,1994,
HRV,1995,7862.061128
HRV,2012,21133.11215
HRV,1991,
HRV,1990,
HRV,1993,
HTI,2013,1686.25672
HTI,2001,1372.370556
HTI,2.00E+03,1378.691725
HTI,1990,
HTI,1992,
HTI,1991,
HTI,1996,1274.710581
HTI,1997,1307.561784
HTI,1999,1359.415655
HTI,2012,1614.085821
HTI,2010,1471.648649
HTI,2009,1561.374256
HTI,2014,1740.956814
HTI,2002,1367.566327
HTI,1994,
HTI,1995,
HTI,2003,1377.794314
HTI,1993,
HTI,2007,1507.278187
HTI,2008,1526.153627
HTI,2006,1442.973527
HTI,1998,1326.627225
HTI,2015,1757.435678
HTI,2004,1344.44533
HTI,2005,1390.757027
HTI,2011,1562.304129
HUN,1990,
HUN,1993,8372.021119
HUN,2001,13230.65451
HUN,1992,8215.468108
HUN,1994,8814.233067
HUN,2004,16198.91678
HUN,1991,8283.030374
HUN,2015,26457.58345
HUN,1998,10377.73894
HUN,1999,10873.54591
HUN,2.00E+03,11843.46202
HUN,1996,9316.662937
HUN,2002,14516.15372
HUN,2008,20586.08921
HUN,2003,15417.62289
HUN,2012,22997.74493
HUN,2006,18230.03521
HUN,2011,22729.18447
HUN,1995,9144.820653
HUN,1997,9792.323202
HUN,2005,17014.32672
HUN,2010,21466.57422
HUN,2013,24388.38959
HUN,2014,25516.84701
HUN,2007,18933.88843
HUN,2009,20573.3759
IDN,1993,3728.251852
IDN,1996,4741.509217
IDN,1991,3201.042878
IDN,1992,3451.569187
IDN,2007,7040.66979
IDN,1995,4391.088785
IDN,2006,6534.27416
IDN,1994,4029.94209
IDN,2011,8870.284189
IDN,2013,10009.86024
IDN,2009,7815.70713
IDN,2005,6088.879231
IDN,1990,2893.8335
IDN,2004,5655.993914
IDN,2014,10566.95298
IDN,2015,11057.56072
IDN,2003,5311.400764
IDN,1997,4976.45619
IDN,2008,7511.417369
IDN,2001,4812.061278
IDN,2010,8294.05435
IDN,2012,9453.698228
IDN,2.00E+03,4601.849359
IDN,2002,5037.167516
IDN,1998,4308.541085
IDN,1999,4347.999318
IRL,1993,15795.23246
IRL,2006,44246.44571
IRL,2004,38696.59148
IRL,2003,36235.8479
IRL,1991,14382.60058
IRL,2.00E+03,30155.26893
IRL,1995,18921.21329
IRL,2005,40444.61274
IRL,1994,16992.75195
IRL,2015,68513.97407
IRL,2001,32615.93246
IRL,2002,35209.84482
IRL,1990,13734.53611
IRL,1999,27019.98162
IRL,1998,25042.21836
IRL,1992,15098.90796
IRL,2013,48353.67906
IRL,2014,51310.98417
IRL,2012,46552.97925
IRL,2007,46763.04203
IRL,2009,41567.21134
IRL,1996,20475.98405
IRL,2010,43221.45979
IRL,2011,45477.01046
IRL,1997,22607.22652
IRL,2008,44264.42988
ISR,1992,14619.11308
ISR,1994,16127.69171
ISR,1995,19678.64767
ISR,1999,22604.38227
ISR,2007,27623.89333
ISR,2005,24885.21849
ISR,1993,15134.10671
ISR,2011,30528.74772
ISR,1997,21398.69373
ISR,1990,13395.0802
ISR,1998,22032.03706
ISR,2002,25218.39625
ISR,2008,27516.22992
ISR,1996,20729.79183
ISR,2001,24948.6199
ISR,2009,27578.42911
ISR,2010,28856.10274
ISR,1991,13824.1175
ISR,2012,31750.63001
ISR,2015,36575.94165
ISR,2014,34956.82913
ISR,2006,25775.11425
ISR,2004,25222.88543
ISR,2.00E+03,24941.91939
ISR,2013,34255.97254
ISR,2003,23788.00887
IMN,1994,
IMN,2006,
IMN,1995,
IMN,2007,
IMN,1996,
IMN,2004,
IMN,1991,
IMN,2014,
IMN,2015,
IMN,2009,
IMN,2003,
IMN,2.00E+03,
IMN,1992,
